device_id,timestamp,temperature,predicted_temperature,is_deviation
device_2,2025-04-19 02:54:00,14.187,18.736044,1
device_2,2025-04-19 02:55:00,13.687,18.754602,1
device_2,2025-04-19 02:56:00,13.812,18.754602,1
device_2,2025-04-19 02:57:00,13.812,18.754602,1
device_2,2025-04-19 02:58:00,13.437,18.754602,1
device_2,2025-04-19 02:59:00,12.875,18.897135,1
device_2,2025-04-19 03:00:00,12.5,19.061989,1
device_2,2025-04-19 03:01:00,12.375,19.28803,1
device_2,2025-04-19 03:02:00,12.375,19.28803,1
device_2,2025-04-19 03:03:00,14.75,19.291693,1
device_2,2025-04-19 03:04:00,17.625,19.291693,0
device_2,2025-04-19 03:05:00,19.0,19.29513,0
device_2,2025-04-19 03:06:00,19.687,19.063902,0
device_2,2025-04-19 03:07:00,20.125,18.937315,0
device_2,2025-04-19 03:08:00,20.375,18.76042,0
device_2,2025-04-19 03:09:00,20.562,18.751152,0
device_2,2025-04-19 03:10:00,20.687,18.838259,0
device_2,2025-04-19 03:11:00,20.875,18.838259,1
device_2,2025-04-19 03:12:00,19.8125,18.838259,0
device_2,2025-04-19 03:13:00,18.75,18.83825,0
device_2,2025-04-19 03:14:00,13.812,18.83825,1
device_2,2025-04-19 03:15:00,13.562,18.83825,1
device_2,2025-04-19 03:16:00,13.937,18.83825,1
device_2,2025-04-19 03:17:00,13.937,18.845222,1
device_2,2025-04-19 03:18:00,13.437,18.820831,1
device_2,2025-04-19 03:19:00,12.937,18.820831,1
device_2,2025-04-19 03:20:00,12.75,18.820831,1
device_2,2025-04-19 03:21:00,12.812,18.832968,1
device_2,2025-04-19 03:22:00,13.0,18.842236,1
device_2,2025-04-19 03:23:00,16.187,18.850115,1
device_2,2025-04-19 03:24:00,18.25,18.877527,0
device_2,2025-04-19 03:25:00,19.312,18.881346,0
device_2,2025-04-19 03:26:00,19.875,18.867788,0
device_2,2025-04-19 03:27:00,20.187,18.87033,0
device_2,2025-04-19 03:28:00,20.437,18.866669,0
device_2,2025-04-19 03:29:00,20.687,18.866669,0
device_2,2025-04-19 03:30:00,20.875,18.866669,1
device_2,2025-04-19 03:31:00,18.625,18.557781,0
device_2,2025-04-19 03:32:00,14.125,18.452986,1
device_2,2025-04-19 03:33:00,13.5,18.519407,1
device_2,2025-04-19 03:34:00,13.437,18.550648,1
device_2,2025-04-19 03:35:00,13.437,18.526985,1
device_2,2025-04-19 03:36:00,13.25,18.508427,1
device_2,2025-04-19 03:37:00,13.187,18.481014,1
device_2,2025-04-19 03:38:00,13.062,18.457203,1
device_2,2025-04-19 03:39:00,13.0,18.457203,1
device_2,2025-04-19 03:40:00,12.812,18.457203,1
device_2,2025-04-19 03:41:00,14.0,18.462465,1
device_2,2025-04-19 03:42:00,17.125,18.462465,0
device_2,2025-04-19 03:43:00,18.687,18.486866,0
device_2,2025-04-19 03:44:00,19.5,18.479893,0
device_2,2025-04-19 03:45:00,20.0,18.45966,0
device_2,2025-04-19 03:46:00,20.156,18.45966,0
device_2,2025-04-19 03:47:00,20.312,18.45966,0
device_2,2025-04-19 03:48:00,20.5,18.45966,1
device_2,2025-04-19 03:49:00,20.625,18.45966,1
device_2,2025-04-19 03:50:00,20.812,18.135794,1
device_2,2025-04-19 03:51:00,20.937,18.135794,1
device_2,2025-04-19 03:52:00,17.687,18.135794,0
device_2,2025-04-19 03:53:00,13.625,18.25795,1
device_2,2025-04-19 03:54:00,13.437,18.25795,1
device_2,2025-04-19 03:55:00,13.812,18.276508,1
device_2,2025-04-19 03:56:00,14.125,18.276508,1
device_2,2025-04-19 03:57:00,14.0,18.276508,1
device_2,2025-04-19 03:58:00,13.562,18.276508,1
device_2,2025-04-19 03:59:00,13.125,18.381304,1
device_2,2025-04-19 04:00:00,12.75,18.546158,1
device_2,2025-04-19 04:01:00,12.5,18.710424,1
device_2,2025-04-19 04:02:00,12.562,18.676105,1
device_2,2025-04-19 04:03:00,16.375,18.679768,1
device_2,2025-04-19 04:04:00,18.312,18.565935,0
device_2,2025-04-19 04:05:00,19.312,18.569372,0
device_2,2025-04-19 04:06:00,19.875,18.565554,0
device_2,2025-04-19 04:07:00,20.25,18.55784,0
device_2,2025-04-19 04:08:00,20.437,18.55784,0
device_2,2025-04-19 04:09:00,20.625,18.548573,1
device_2,2025-04-19 04:10:00,20.75,18.536436,1
device_2,2025-04-19 04:11:00,20.875,18.536436,1
device_2,2025-04-19 04:12:00,20.687,18.573359,1
device_2,2025-04-19 04:13:00,14.375,18.750292,1
device_2,2025-04-19 04:14:00,13.437,18.8047,1
device_2,2025-04-19 04:15:00,13.625,18.8047,1
device_2,2025-04-19 04:16:00,13.812,18.87019,1
device_2,2025-04-19 04:17:00,13.687,19.04478,1
device_2,2025-04-19 04:18:00,13.312,19.043758,1
device_2,2025-04-19 04:19:00,13.062,19.043758,1
device_2,2025-04-19 04:20:00,12.75,19.043758,1
device_2,2025-04-19 04:21:00,12.655999999999999,19.348722,1
device_2,2025-04-19 04:22:00,12.562,19.35799,1
device_2,2025-04-19 04:23:00,12.5,19.36587,1
device_2,2025-04-19 04:24:00,15.812,19.507559,1
device_2,2025-04-19 04:25:00,18.0,19.511377,0
device_2,2025-04-19 04:26:00,19.25,19.753807,0
device_2,2025-04-19 04:27:00,19.937,19.75635,0
device_2,2025-04-19 04:28:00,20.312,19.752687,0
device_2,2025-04-19 04:29:00,20.5,19.752687,0
device_2,2025-04-19 04:30:00,20.75,19.815119,0
device_2,2025-04-19 04:31:00,20.875,19.485998,0
device_2,2025-04-19 04:32:00,20.937,19.485497,0
device_2,2025-04-19 04:33:00,16.812,19.485497,1
device_2,2025-04-19 04:34:00,14.062,19.482954,1
device_2,2025-04-19 04:35:00,14.187,19.471308,1
device_2,2025-04-19 04:36:00,14.5,19.45275,1
device_2,2025-04-19 04:37:00,14.25,19.326874,1
device_2,2025-04-19 04:38:00,13.562,19.303062,1
device_2,2025-04-19 04:39:00,12.812,19.303062,1
device_2,2025-04-19 04:40:00,12.437,19.228085,1
device_2,2025-04-19 04:41:00,12.375,18.75735,1
device_2,2025-04-19 04:42:00,12.937,18.63448,1
device_2,2025-04-19 04:43:00,16.625,18.434484,0
device_2,2025-04-19 04:44:00,18.375,17.66953,0
device_2,2025-04-19 04:45:00,19.375,17.66953,0
device_2,2025-04-19 04:46:00,19.937,17.66953,1
device_2,2025-04-19 04:47:00,20.312,17.66953,1
device_2,2025-04-19 04:48:00,20.5,17.70193,1
device_2,2025-04-19 04:49:00,20.687,17.667843,1
device_2,2025-04-19 04:50:00,20.812,17.680075,1
device_2,2025-04-19 04:51:00,17.75,17.680075,0
device_2,2025-04-19 04:52:00,13.937,17.680075,1
device_2,2025-04-19 04:53:00,13.75,17.696007,1
device_2,2025-04-19 04:54:00,14.0,17.78095,1
device_2,2025-04-19 04:55:00,14.0,17.79951,1
device_2,2025-04-19 04:56:00,13.905999999999999,17.79951,1
device_2,2025-04-19 04:57:00,13.812,17.79951,1
device_2,2025-04-19 04:58:00,13.437,17.79951,1
device_2,2025-04-19 04:59:00,13.125,17.80001,1
device_2,2025-04-19 05:00:00,12.75,17.964865,1
device_2,2025-04-19 05:01:00,12.375,18.129131,1
device_2,2025-04-19 05:02:00,15.187,18.288345,1
device_2,2025-04-19 05:03:00,17.75,19.14725,0
device_2,2025-04-19 05:04:00,19.0,19.201681,0
device_2,2025-04-19 05:05:00,19.687,19.205118,0
device_2,2025-04-19 05:06:00,20.125,19.87128,0
device_2,2025-04-19 05:07:00,20.375,19.896402,0
device_2,2025-04-19 05:08:00,20.562,19.896402,0
device_2,2025-04-19 05:09:00,20.687,20.331327,0
device_2,2025-04-19 05:10:00,20.812,20.319191,0
device_2,2025-04-19 05:11:00,17.937,20.319191,1
device_2,2025-04-19 05:12:00,13.812,20.394424,1
device_2,2025-04-19 05:13:00,13.687,20.394415,1
device_2,2025-04-19 05:14:00,14.0,20.394415,1
device_2,2025-04-19 05:15:00,14.187,20.380009,1
device_2,2025-04-19 05:16:00,13.75,20.330545,1
device_2,2025-04-19 05:17:00,13.125,20.337519,1
device_2,2025-04-19 05:18:00,12.875,20.337528,1
device_2,2025-04-19 05:19:00,12.687,20.337528,1
device_2,2025-04-19 05:20:00,12.75,20.337528,1
device_2,2025-04-19 05:21:00,14.312,20.159042,1
device_2,2025-04-19 05:22:00,17.25,20.14935,1
device_2,2025-04-19 05:23:00,18.687,20.157228,0
device_2,2025-04-19 05:24:00,19.562,20.136677,0
device_2,2025-04-19 05:25:00,20.0,20.082481,0
device_2,2025-04-19 05:26:00,20.312,19.27447,0
device_2,2025-04-19 05:27:00,20.5,18.807278,0
device_2,2025-04-19 05:28:00,20.687,18.54957,1
device_2,2025-04-19 05:29:00,20.875,17.785515,1
device_2,2025-04-19 05:30:00,18.625,17.660759,0
device_2,2025-04-19 05:31:00,16.375,17.403706,0
device_2,2025-04-19 05:32:00,14.125,17.403204,1
device_2,2025-04-19 05:33:00,13.687,17.442417,1
device_2,2025-04-19 05:34:00,14.0,17.479307,1
device_2,2025-04-19 05:35:00,14.062,17.52266,1
device_2,2025-04-19 05:36:00,13.812,17.60779,1
device_2,2025-04-19 05:37:00,13.375,17.716373,1
device_2,2025-04-19 05:38:00,13.0,18.428976,1
device_2,2025-04-19 05:39:00,12.75,18.67353,1
device_2,2025-04-19 05:40:00,12.687,18.753952,1
device_2,2025-04-19 05:41:00,13.0,18.74172,1
device_2,2025-04-19 05:42:00,16.562,18.5427,0
device_2,2025-04-19 05:43:00,18.312,18.258873,0
device_2,2025-04-19 05:44:00,19.312,18.251177,0
device_2,2025-04-19 05:45:00,19.875,18.224846,0
device_2,2025-04-19 05:46:00,20.25,18.224846,1
device_2,2025-04-19 05:47:00,20.5,18.224846,1
device_2,2025-04-19 05:48:00,20.687,18.227243,1
device_2,2025-04-19 05:49:00,20.812,17.885868,1
device_2,2025-04-19 05:50:00,20.937,17.806742,1
device_2,2025-04-19 05:51:00,15.0,17.899378,1
device_2,2025-04-19 05:52:00,13.75,18.402346,1
device_2,2025-04-19 05:53:00,13.812,18.848635,1
device_2,2025-04-19 05:54:00,14.0,19.23557,1
device_2,2025-04-19 05:55:00,13.75,19.409916,1
device_2,2025-04-19 05:56:00,13.125,19.080034,1
device_2,2025-04-19 05:57:00,12.625,19.080034,1
device_2,2025-04-19 05:58:00,12.312,19.531647,1
device_2,2025-04-19 05:59:00,12.437,19.71767,1
device_2,2025-04-19 06:00:00,15.437,20.272305,1
device_2,2025-04-19 06:01:00,17.812,20.475012,1
device_2,2025-04-19 06:02:00,19.062,20.51963,0
device_2,2025-04-19 06:03:00,19.75,20.4623,0
device_2,2025-04-19 06:04:00,20.187,20.4623,0
device_2,2025-04-19 06:05:00,20.312,20.465736,0
device_2,2025-04-19 06:06:00,20.437,20.461918,0
device_2,2025-04-19 06:07:00,20.625,19.719387,0
device_2,2025-04-19 06:08:00,20.75,19.70785,0
device_2,2025-04-19 06:09:00,20.875,18.711918,1
device_2,2025-04-19 06:10:00,16.437,17.44618,0
device_2,2025-04-19 06:11:00,13.937,16.78683,1
device_2,2025-04-19 06:12:00,13.875,16.290598,1
device_2,2025-04-19 06:13:00,14.125,16.091373,0
device_2,2025-04-19 06:14:00,14.062,15.998954,0
device_2,2025-04-19 06:15:00,13.687,15.998954,1
device_2,2025-04-19 06:16:00,13.125,16.069395,1
device_2,2025-04-19 06:17:00,12.687,16.670094,1
device_2,2025-04-19 06:18:00,12.437,16.965754,1
device_2,2025-04-19 06:19:00,12.312,17.172892,1
device_2,2025-04-19 06:20:00,15.125,17.71224,1
device_2,2025-04-19 06:21:00,17.625,18.033787,0
device_2,2025-04-19 06:22:00,18.937,18.440802,0
device_2,2025-04-19 06:23:00,19.625,18.629927,0
device_2,2025-04-19 06:24:00,20.062,18.67935,0
device_2,2025-04-19 06:25:00,20.375,18.731447,0
device_2,2025-04-19 06:26:00,20.562,18.739656,0
device_2,2025-04-19 06:27:00,20.687,18.742199,0
device_2,2025-04-19 06:28:00,20.812,18.738537,1
device_2,2025-04-19 06:29:00,20.062,18.738537,0
device_2,2025-04-19 06:30:00,14.125,18.670897,1
device_2,2025-04-19 06:31:00,13.375,18.444664,1
device_2,2025-04-19 06:32:00,13.687,18.646189,1
device_2,2025-04-19 06:33:00,13.937,18.652035,1
device_2,2025-04-19 06:34:00,14.062,19.146196,1
device_2,2025-04-19 06:35:00,13.875,19.954695,1
device_2,2025-04-19 06:36:00,13.562,20.07135,1
device_2,2025-04-19 06:37:00,13.312,20.043938,1
device_2,2025-04-19 06:38:00,13.0,20.036058,1
device_2,2025-04-19 06:39:00,13.0,20.036058,1
device_2,2025-04-19 06:40:00,13.5,20.189222,1
device_2,2025-04-19 06:41:00,14.0,20.17699,1
device_2,2025-04-19 06:42:00,17.062,20.17699,1
device_2,2025-04-19 06:43:00,18.625,19.864483,0
device_2,2025-04-19 06:44:00,19.437,19.733612,0
device_2,2025-04-19 06:45:00,19.937,19.38508,0
device_2,2025-04-19 06:46:00,20.25,19.32464,0
device_2,2025-04-19 06:47:00,20.5,19.34633,0
device_2,2025-04-19 06:48:00,20.625,19.34633,0
device_2,2025-04-19 06:49:00,20.75,19.299747,0
device_2,2025-04-19 06:50:00,20.375,19.211058,0
device_2,2025-04-19 06:51:00,14.437,19.211058,1
device_2,2025-04-19 06:52:00,13.375,18.976376,1
device_2,2025-04-19 06:53:00,13.375,18.992308,1
device_2,2025-04-19 06:54:00,13.5,18.992308,1
device_2,2025-04-19 06:55:00,13.5,18.432034,1
device_2,2025-04-19 06:56:00,13.187,18.12173,1
device_2,2025-04-19 06:57:00,12.937,17.761873,1
device_2,2025-04-19 06:58:00,12.75,17.459175,1
device_2,2025-04-19 06:59:00,12.625,17.459677,1
device_2,2025-04-19 07:00:00,14.875,17.538837,1
device_2,2025-04-19 07:01:00,17.5,17.703104,0
device_2,2025-04-19 07:02:00,18.875,17.703104,0
device_2,2025-04-19 07:03:00,19.625,17.706766,0
device_2,2025-04-19 07:04:00,20.062,17.761198,1
device_2,2025-04-19 07:05:00,20.375,17.764635,1
device_2,2025-04-19 07:06:00,20.562,17.760817,1
device_2,2025-04-19 07:07:00,20.687,17.90798,1
device_2,2025-04-19 07:08:00,20.812,18.232412,1
device_2,2025-04-19 07:09:00,19.5,18.43047,0
device_2,2025-04-19 07:10:00,13.875,18.418333,1
device_2,2025-04-19 07:11:00,13.25,18.447876,1
device_2,2025-04-19 07:12:00,13.437,19.156443,1
device_2,2025-04-19 07:13:00,13.562,19.250547,1
device_2,2025-04-19 07:14:00,13.375,19.250547,1
device_2,2025-04-19 07:15:00,13.062,19.250547,1
device_2,2025-04-19 07:16:00,13.030999999999999,19.250547,1
device_2,2025-04-19 07:17:00,13.0,19.664852,1
device_2,2025-04-19 07:18:00,13.0,19.664862,1
device_2,2025-04-19 07:19:00,13.125,19.664862,1
device_2,2025-04-19 07:20:00,14.0,19.750805,1
device_2,2025-04-19 07:21:00,17.062,19.762941,1
device_2,2025-04-19 07:22:00,18.562,19.676647,0
device_2,2025-04-19 07:23:00,19.375,19.684526,0
device_2,2025-04-19 07:24:00,19.937,19.711939,0
device_2,2025-04-19 07:25:00,20.25,19.715757,0
device_2,2025-04-19 07:26:00,20.5,19.723967,0
device_2,2025-04-19 07:27:00,20.625,19.72651,0
device_2,2025-04-19 07:28:00,20.812,19.722847,0
device_2,2025-04-19 07:29:00,20.812,19.722847,0
device_2,2025-04-19 07:30:00,14.75,19.844278,1
device_2,2025-04-19 07:31:00,13.437,19.743181,1
device_2,2025-04-19 07:32:00,13.437,19.74268,1
device_2,2025-04-19 07:33:00,13.375,19.74268,1
device_2,2025-04-19 07:34:00,13.187,19.740137,1
device_2,2025-04-19 07:35:00,12.937,19.72849,1
device_2,2025-04-19 07:36:00,12.75,19.709932,1
device_2,2025-04-19 07:37:00,12.687,19.568243,1
device_2,2025-04-19 07:38:00,12.562,19.544432,1
device_2,2025-04-19 07:39:00,15.5,19.415922,1
device_2,2025-04-19 07:40:00,17.75,18.408178,0
device_2,2025-04-19 07:41:00,19.062,18.02083,0
device_2,2025-04-19 07:42:00,19.812,16.976307,1
device_2,2025-04-19 07:43:00,20.187,16.452148,1
device_2,2025-04-19 07:44:00,20.437,16.445175,1
device_2,2025-04-19 07:45:00,20.625,16.445175,1
device_2,2025-04-19 07:46:00,20.812,16.445175,1
device_2,2025-04-19 07:47:00,20.937,16.445175,1
device_2,2025-04-19 07:48:00,17.375,16.78104,0
device_2,2025-04-19 07:49:00,13.875,17.293697,1
device_2,2025-04-19 07:50:00,13.875,17.407537,1
device_2,2025-04-19 07:51:00,13.968499999999999,17.370232,1
device_2,2025-04-19 07:52:00,14.062,17.543272,1
device_2,2025-04-19 07:53:00,13.937,18.076841,1
device_2,2025-04-19 07:54:00,13.625,18.357616,1
device_2,2025-04-19 07:55:00,13.375,18.518066,1
device_2,2025-04-19 07:56:00,13.125,18.518066,1
device_2,2025-04-19 07:57:00,13.062,18.631899,1
device_2,2025-04-19 07:58:00,13.0,18.639841,1
device_2,2025-04-19 07:59:00,13.812,19.258085,1
device_2,2025-04-19 08:00:00,16.937,19.513636,1
device_2,2025-04-19 08:01:00,18.562,19.44642,0
device_2,2025-04-19 08:02:00,19.437,19.44642,0
device_2,2025-04-19 08:03:00,19.937,19.450083,0
device_2,2025-04-19 08:04:00,20.312,19.450083,0
device_2,2025-04-19 08:05:00,20.562,19.554914,0
device_2,2025-04-19 08:06:00,20.687,19.954115,0
device_2,2025-04-19 08:07:00,20.812,20.08273,0
device_2,2025-04-19 08:08:00,20.937,20.206442,0
device_2,2025-04-19 08:09:00,15.312,20.188776,1
device_2,2025-04-19 08:10:00,13.875,20.21198,1
device_2,2025-04-19 08:11:00,13.812,20.286987,1
device_2,2025-04-19 08:12:00,14.062,20.529764,1
device_2,2025-04-19 08:13:00,13.937,20.652609,1
device_2,2025-04-19 08:14:00,13.687,20.652609,1
device_2,2025-04-19 08:15:00,13.375,20.652609,1
device_2,2025-04-19 08:16:00,13.062,20.643261,1
